Ticker,Quarter,Line_Item_Name,Value,Unit,Currency,Category
SNV,1Q24,Industrial,872,mn,USD,CRE
SNV,1Q24,Lodging,1791,mn,USD,CRE
SNV,1Q24,Multi-family,4199,mn,USD,CRE
SNV,1Q24,Office,1852,mn,USD,CRE
SNV,1Q24,Other,1597,mn,USD,CRE
SNV,1Q24,Residential,580,mn,USD,CRE
SNV,1Q24,Retail,1303,mn,USD,CRE
SNV,1Q24,Total CRE,12194,mn,USD,CRE
