Ticker,Quarter,Line_Item_Name,Value,Unit,Currency,Category
WELL,3Q24,Near-term,8401,mn,USD,Unsecured Debt
WELL,3Q24,Long-term,4926,mn,USD,Unsecured Debt
WELL,3Q24,Total Unsecured Debt,13327,mn,USD,Unsecured Debt
