Ticker,Quarter,Line_Item_Name,Value,Unit,Currency,Category
HBAN,2Q24,Multi-family,4628,mn,USD,CRE
HBAN,2Q24,Industrial,1979,mn,USD,CRE
HBAN,2Q24,Office,1706,mn,USD,CRE
HBAN,2Q24,Retail,1606,mn,USD,CRE
HBAN,2Q24,Lodging,904,mn,USD,CRE
HBAN,2Q24,Other,1110,mn,USD,CRE
HBAN,2Q24,Total CRE,11933,mn,USD,CRE
