Ticker,Quarter,Line_Item_Name,Value,Unit,Currency,Category
PLD,2Q24,Near-term,7393,mn,USD,Unsecured Debt
PLD,2Q24,Long-term,22807,mn,USD,Unsecured Debt
PLD,2Q24,Total Unsecured Debt,30200,mn,USD,Unsecured Debt
