Ticker,Quarter,Line_Item_Name,Value,Unit,Currency,Category
PLD,1Q24,Near-term,8027,mn,USD,Unsecured Debt
PLD,1Q24,Long-term,21835,mn,USD,Unsecured Debt
PLD,1Q24,Total Unsecured Debt,29862,mn,USD,Unsecured Debt
