Ticker,Quarter,Line_Item_Name,Value,Unit,Currency,Category
CFG,2Q24,Multi-family,9689,mn,USD,CRE
CFG,2Q24,Retail,3322,mn,USD,CRE
CFG,2Q24,Industrial,3689,mn,USD,CRE
CFG,2Q24,Lodging,425,mn,USD,CRE
CFG,2Q24,Office,5626,mn,USD,CRE
CFG,2Q24,Other,5560,mn,USD,CRE
CFG,2Q24,Total CRE,28311,mn,USD,CRE
